time [сек];Mz;epsilon;omega;alpha;Iт;delta_р.в.;Mzp;V;Lp
0.232;1.7763568394002505e-15;2.5734878146025597e-14;5.970491729877953e-15;4.0;38.8;-5.28;0;0;0
0.233;1.7763568394002505e-15;2.5734878146025597e-14;5.996226608023979e-15;4.0;38.8;-5.28;0;0;0
0.234;1.7763568394002505e-15;2.5734878146025597e-14;6.021961486170005e-15;4.0;38.8;-5.28;0;0;0
0.235;1.7763568394002505e-15;2.5734878146025597e-14;6.047696364316031e-15;4.0;38.8;-5.28;0;0;0
0.236;1.7763568394002505e-15;2.5734878146025597e-14;6.0734312424620565e-15;4.0;38.8;-5.28;0;0;0
0.237;1.7763568394002505e-15;2.5734878146025597e-14;6.099166120608082e-15;4.0;38.8;-5.28;0;0;0
0.238;1.7763568394002505e-15;2.5734878146025597e-14;6.124900998754108e-15;4.0;38.8;-5.28;0;0;0
0.239;1.7763568394002505e-15;2.5734878146025597e-14;6.150635876900134e-15;4.0;38.8;-5.28;0;0;0
0.24;1.7763568394002505e-15;2.5734878146025597e-14;6.17637075504616e-15;4.0;38.8;-5.28;0;0;0
0.241;1.7763568394002505e-15;2.5734878146025597e-14;6.202105633192186e-15;4.0;38.8;-5.28;0;0;0
0.242;1.7763568394002505e-15;2.5734878146025597e-14;6.2278405113382116e-15;4.0;38.8;-5.28;0;0;0
0.243;1.7763568394002505e-15;2.5734878146025597e-14;6.2535753894842374e-15;4.0;38.8;-5.28;0;0;0
0.244;1.7763568394002505e-15;2.5734878146025597e-14;6.279310267630263e-15;4.0;38.8;-5.28;0;0;0
0.245;1.7763568394002505e-15;2.5734878146025597e-14;6.305045145776289e-15;4.0;38.8;-5.28;0;0;0
0.246;1.7763568394002505e-15;2.5734878146025597e-14;6.330780023922315e-15;4.0;38.8;-5.28;0;0;0
0.247;1.7763568394002505e-15;2.5734878146025597e-14;6.356514902068341e-15;4.0;38.8;-5.28;0;0;0
0.248;1.7763568394002505e-15;2.5734878146025597e-14;6.3822497802143666e-15;4.0;38.8;-5.28;0;0;0
0.249;1.7763568394002505e-15;2.5734878146025597e-14;6.4079846583603924e-15;4.0;38.8;-5.28;0;0;0
0.25;1.7763568394002505e-15;2.5734878146025597e-14;6.433719536506418e-15;4.0;38.8;-5.28;0;0;0
0.251;1.7763568394002505e-15;2.5734878146025597e-14;6.459454414652444e-15;4.0;38.8;-5.28;0;0;0
0.252;1.7763568394002505e-15;2.5734878146025597e-14;6.48518929279847e-15;4.0;38.8;-5.28;0;0;0
0.253;1.7763568394002505e-15;2.5734878146025597e-14;6.510924170944496e-15;4.0;38.8;-5.28;0;0;0
0.254;1.7763568394002505e-15;2.5734878146025597e-14;6.536659049090522e-15;4.0;38.8;-5.28;0;0;0
0.255;1.7763568394002505e-15;2.5734878146025597e-14;6.5623939272365475e-15;4.0;38.8;-5.28;0;0;0
0.256;1.7763568394002505e-15;2.5734878146025597e-14;6.588128805382573e-15;4.0;38.8;-5.28;0;0;0
0.257;1.7763568394002505e-15;2.5734878146025597e-14;6.613863683528599e-15;4.0;38.8;-5.28;0;0;0
0.258;1.7763568394002505e-15;2.5734878146025597e-14;6.639598561674625e-15;4.0;38.8;-5.28;0;0;0
0.259;1.7763568394002505e-15;2.5734878146025597e-14;6.665333439820651e-15;4.0;38.8;-5.28;0;0;0
0.26;1.7763568394002505e-15;2.5734878146025597e-14;6.691068317966677e-15;4.0;38.8;-5.28;0;0;0
0.261;1.7763568394002505e-15;2.5734878146025597e-14;6.7168031961127025e-15;4.0;38.8;-5.28;0;0;0
0.262;1.7763568394002505e-15;2.5734878146025597e-14;6.742538074258728e-15;4.0;38.8;-5.28;0;0;0
0.263;1.7763568394002505e-15;2.5734878146025597e-14;6.768272952404754e-15;4.0;38.8;-5.28;0;0;0
0.264;1.7763568394002505e-15;2.5734878146025597e-14;6.79400783055078e-15;4.0;38.8;-5.28;0;0;0
0.265;1.7763568394002505e-15;2.5734878146025597e-14;6.819742708696806e-15;4.0;38.8;-5.28;0;0;0
0.266;1.7763568394002505e-15;2.5734878146025597e-14;6.845477586842832e-15;4.0;38.8;-5.28;0;0;0
0.267;1.7763568394002505e-15;2.5734878146025597e-14;6.8712124649888576e-15;4.0;38.8;-5.28;0;0;0
0.268;1.7763568394002505e-15;2.5734878146025597e-14;6.8969473431348834e-15;4.0;38.8;-5.28;0;0;0
0.269;1.7763568394002505e-15;2.5734878146025597e-14;6.922682221280909e-15;4.0;38.8;-5.28;0;0;0
0.27;1.7763568394002505e-15;2.5734878146025597e-14;6.948417099426935e-15;4.0;38.8;-5.28;0;0;0
0.271;1.7763568394002505e-15;2.5734878146025597e-14;6.974151977572961e-15;4.0;38.8;-5.28;0;0;0
0.272;1.7763568394002505e-15;2.5734878146025597e-14;6.999886855718987e-15;4.0;38.8;-5.28;0;0;0
0.273;1.7763568394002505e-15;2.5734878146025597e-14;7.025621733865013e-15;4.0;38.8;-5.28;0;0;0
0.274;1.7763568394002505e-15;2.5734878146025597e-14;7.0513566120110385e-15;4.0;38.8;-5.28;0;0;0
0.275;1.7763568394002505e-15;2.5734878146025597e-14;7.077091490157064e-15;4.0;38.8;-5.28;0;0;0
0.276;1.7763568394002505e-15;2.5734878146025597e-14;7.10282636830309e-15;4.0;38.8;-5.28;0;0;0
0.277;1.7763568394002505e-15;2.5734878146025597e-14;7.128561246449115e-15;4.0;38.8;-5.28;0;0;0
0.278;1.7763568394002505e-15;2.5734878146025597e-14;7.154296124595141e-15;4.0;38.8;-5.28;0;0;0
0.279;1.7763568394002505e-15;2.5734878146025597e-14;7.180031002741167e-15;4.0;38.8;-5.28;0;0;0
0.28;1.7763568394002505e-15;2.5734878146025597e-14;7.205765880887193e-15;4.0;38.8;-5.28;0;0;0
0.281;1.7763568394002505e-15;2.5734878146025597e-14;7.231500759033219e-15;4.0;38.8;-5.28;0;0;0
0.282;1.7763568394002505e-15;2.5734878146025597e-14;7.257235637179244e-15;4.0;38.8;-5.28;0;0;0
0.283;1.7763568394002505e-15;2.5734878146025597e-14;7.28297051532527e-15;4.0;38.8;-5.28;0;0;0
0.284;1.7763568394002505e-15;2.5734878146025597e-14;7.308705393471296e-15;4.0;38.8;-5.28;0;0;0
0.285;1.7763568394002505e-15;2.5734878146025597e-14;7.334440271617322e-15;4.0;38.8;-5.28;0;0;0
0.286;1.7763568394002505e-15;2.5734878146025597e-14;7.360175149763348e-15;4.0;38.8;-5.28;0;0;0
0.287;1.7763568394002505e-15;2.5734878146025597e-14;7.385910027909374e-15;4.0;38.8;-5.28;0;0;0
0.288;1.7763568394002505e-15;2.5734878146025597e-14;7.4116449060554e-15;4.0;38.8;-5.28;0;0;0
0.289;1.7763568394002505e-15;2.5734878146025597e-14;7.437379784201425e-15;4.0;38.8;-5.28;0;0;0
0.29;1.7763568394002505e-15;2.5734878146025597e-14;7.463114662347451e-15;4.0;38.8;-5.28;0;0;0
0.291;1.7763568394002505e-15;2.5734878146025597e-14;7.488849540493477e-15;4.0;38.8;-5.28;0;0;0
0.292;1.7763568394002505e-15;2.5734878146025597e-14;7.514584418639503e-15;4.0;38.8;-5.28;0;0;0
0.293;1.7763568394002505e-15;2.5734878146025597e-14;7.540319296785529e-15;4.0;38.8;-5.28;0;0;0
0.294;1.7763568394002505e-15;2.5734878146025597e-14;7.566054174931554e-15;4.0;38.8;-5.28;0;0;0
0.295;1.7763568394002505e-15;2.5734878146025597e-14;7.59178905307758e-15;4.0;38.8;-5.28;0;0;0
0.296;1.7763568394002505e-15;2.5734878146025597e-14;7.617523931223606e-15;4.0;38.8;-5.28;0;0;0
0.297;1.7763568394002505e-15;2.5734878146025597e-14;7.643258809369632e-15;4.0;38.8;-5.28;0;0;0
0.298;1.7763568394002505e-15;2.5734878146025597e-14;7.668993687515658e-15;4.0;38.8;-5.28;0;0;0
0.299;1.7763568394002505e-15;2.5734878146025597e-14;7.694728565661684e-15;4.0;38.8;-5.28;0;0;0
0.3;1.7763568394002505e-15;2.5734878146025597e-14;7.72046344380771e-15;4.0;38.8;-5.28;0;0;0
0.301;1.7763568394002505e-15;2.5734878146025597e-14;7.746198321953735e-15;4.0;38.8;-5.28;0;0;0
0.302;1.7763568394002505e-15;2.5734878146025597e-14;7.771933200099761e-15;4.0;38.8;-5.28;0;0;0
0.303;1.7763568394002505e-15;2.5734878146025597e-14;7.797668078245787e-15;4.0;38.8;-5.28;0;0;0
0.304;1.7763568394002505e-15;2.5734878146025597e-14;7.823402956391813e-15;4.0;38.8;-5.28;0;0;0
0.305;1.7763568394002505e-15;2.5734878146025597e-14;7.849137834537839e-15;4.0;38.8;-5.28;0;0;0
0.306;1.7763568394002505e-15;2.5734878146025597e-14;7.874872712683865e-15;4.0;38.8;-5.28;0;0;0
0.307;1.7763568394002505e-15;2.5734878146025597e-14;7.90060759082989e-15;4.0;38.8;-5.28;0;0;0
0.308;1.7763568394002505e-15;2.5734878146025597e-14;7.926342468975916e-15;4.0;38.8;-5.28;0;0;0
0.309;1.7763568394002505e-15;2.5734878146025597e-14;7.952077347121942e-15;4.0;38.8;-5.28;0;0;0
0.31;1.7763568394002505e-15;2.5734878146025597e-14;7.977812225267968e-15;4.0;38.8;-5.28;0;0;0
0.311;1.7763568394002505e-15;2.5734878146025597e-14;8.003547103413994e-15;4.0;38.8;-5.28;0;0;0
0.312;1.7763568394002505e-15;2.5734878146025597e-14;8.02928198156002e-15;4.0;38.8;-5.28;0;0;0
0.313;1.7763568394002505e-15;2.5734878146025597e-14;8.055016859706045e-15;4.0;38.8;-5.28;0;0;0
0.314;1.7763568394002505e-15;2.5734878146025597e-14;8.080751737852071e-15;4.0;38.8;-5.28;0;0;0
0.315;1.7763568394002505e-15;2.5734878146025597e-14;8.106486615998097e-15;4.0;38.8;-5.28;0;0;0
0.316;1.7763568394002505e-15;2.5734878146025597e-14;8.132221494144123e-15;4.0;38.8;-5.28;0;0;0
0.317;1.7763568394002505e-15;2.5734878146025597e-14;8.157956372290149e-15;4.0;38.8;-5.28;0;0;0
0.318;1.7763568394002505e-15;2.5734878146025597e-14;8.183691250436175e-15;4.0;38.8;-5.28;0;0;0
0.319;1.7763568394002505e-15;2.5734878146025597e-14;8.2094261285822e-15;4.0;38.8;-5.28;0;0;0
0.32;1.7763568394002505e-15;2.5734878146025597e-14;8.235161006728226e-15;4.0;38.8;-5.28;0;0;0
0.321;1.7763568394002505e-15;2.5734878146025597e-14;8.260895884874252e-15;4.0;38.8;-5.28;0;0;0
0.322;1.7763568394002505e-15;2.5734878146025597e-14;8.286630763020278e-15;4.0;38.8;-5.28;0;0;0
0.323;1.7763568394002505e-15;2.5734878146025597e-14;8.312365641166304e-15;4.0;38.8;-5.28;0;0;0
0.324;1.7763568394002505e-15;2.5734878146025597e-14;8.33810051931233e-15;4.0;38.8;-5.28;0;0;0
0.325;1.7763568394002505e-15;2.5734878146025597e-14;8.363835397458356e-15;4.0;38.8;-5.28;0;0;0
0.326;1.7763568394002505e-15;2.5734878146025597e-14;8.389570275604381e-15;4.0;38.8;-5.28;0;0;0
0.327;1.7763568394002505e-15;2.5734878146025597e-14;8.415305153750407e-15;4.0;38.8;-5.28;0;0;0
0.328;1.7763568394002505e-15;2.5734878146025597e-14;8.441040031896433e-15;4.0;38.8;-5.28;0;0;0
0.329;1.7763568394002505e-15;2.5734878146025597e-14;8.466774910042459e-15;4.0;38.8;-5.28;0;0;0
0.33;1.7763568394002505e-15;2.5734878146025597e-14;8.492509788188485e-15;4.0;38.8;-5.28;0;0;0
0.331;1.7763568394002505e-15;2.5734878146025597e-14;8.51824466633451e-15;4.0;38.8;-5.28;0;0;0
0.332;1.7763568394002505e-15;2.5734878146025597e-14;8.543979544480536e-15;4.0;38.8;-5.28;0;0;0
0.333;1.7763568394002505e-15;2.5734878146025597e-14;8.569714422626562e-15;4.0;38.8;-5.28;0;0;0
0.334;1.7763568394002505e-15;2.5734878146025597e-14;8.595449300772588e-15;4.0;38.8;-5.28;0;0;0
0.335;1.7763568394002505e-15;2.5734878146025597e-14;8.621184178918614e-15;4.0;38.8;-5.28;0;0;0
0.336;1.7763568394002505e-15;2.5734878146025597e-14;8.64691905706464e-15;4.0;38.8;-5.28;0;0;0
0.337;1.7763568394002505e-15;2.5734878146025597e-14;8.672653935210666e-15;4.0;38.8;-5.28;0;0;0
0.338;1.7763568394002505e-15;2.5734878146025597e-14;8.698388813356691e-15;4.0;38.8;-5.28;0;0;0
0.339;1.7763568394002505e-15;2.5734878146025597e-14;8.724123691502717e-15;4.0;38.8;-5.28;0;0;0
0.34;1.7763568394002505e-15;2.5734878146025597e-14;8.749858569648743e-15;4.0;38.8;-5.28;0;0;0
0.341;1.7763568394002505e-15;2.5734878146025597e-14;8.775593447794769e-15;4.0;38.8;-5.28;0;0;0
0.342;1.7763568394002505e-15;2.5734878146025597e-14;8.801328325940795e-15;4.0;38.8;-5.28;0;0;0
0.343;1.7763568394002505e-15;2.5734878146025597e-14;8.82706320408682e-15;4.0;38.8;-5.28;0;0;0
0.344;1.7763568394002505e-15;2.5734878146025597e-14;8.852798082232846e-15;4.0;38.8;-5.28;0;0;0
0.345;1.7763568394002505e-15;2.5734878146025597e-14;8.878532960378872e-15;4.0;38.8;-5.28;0;0;0
0.346;1.7763568394002505e-15;2.5734878146025597e-14;8.904267838524898e-15;4.0;38.8;-5.28;0;0;0
0.347;1.7763568394002505e-15;2.5734878146025597e-14;8.930002716670924e-15;4.0;38.8;-5.28;0;0;0
0.348;1.7763568394002505e-15;2.5734878146025597e-14;8.95573759481695e-15;4.0;38.8;-5.28;0;0;0
0.349;1.7763568394002505e-15;2.5734878146025597e-14;8.981472472962976e-15;4.0;38.8;-5.28;0;0;0
0.35;1.7763568394002505e-15;2.5734878146025597e-14;9.007207351109002e-15;4.0;38.8;-5.28;0;0;0
0.351;1.7763568394002505e-15;2.5734878146025597e-14;9.032942229255027e-15;4.0;38.8;-5.28;0;0;0
0.352;1.7763568394002505e-15;2.5734878146025597e-14;9.058677107401053e-15;4.0;38.8;-5.28;0;0;0
0.353;1.7763568394002505e-15;2.5734878146025597e-14;9.084411985547079e-15;4.0;38.8;-5.28;0;0;0
0.354;1.7763568394002505e-15;2.5734878146025597e-14;9.110146863693105e-15;4.0;38.8;-5.28;0;0;0
0.355;1.7763568394002505e-15;2.5734878146025597e-14;9.13588174183913e-15;4.0;38.8;-5.28;0;0;0
0.356;1.7763568394002505e-15;2.5734878146025597e-14;9.161616619985157e-15;4.0;38.8;-5.28;0;0;0
0.357;1.7763568394002505e-15;2.5734878146025597e-14;9.187351498131182e-15;4.0;38.8;-5.28;0;0;0
0.358;1.7763568394002505e-15;2.5734878146025597e-14;9.213086376277208e-15;4.0;38.8;-5.28;0;0;0
0.359;1.7763568394002505e-15;2.5734878146025597e-14;9.238821254423234e-15;4.0;38.8;-5.28;0;0;0
0.36;1.7763568394002505e-15;2.5734878146025597e-14;9.26455613256926e-15;4.0;38.8;-5.28;0;0;0
0.361;1.7763568394002505e-15;2.5734878146025597e-14;9.290291010715286e-15;4.0;38.8;-5.28;0;0;0
0.362;1.7763568394002505e-15;2.5734878146025597e-14;9.316025888861312e-15;4.0;38.8;-5.28;0;0;0
0.363;1.7763568394002505e-15;2.5734878146025597e-14;9.341760767007337e-15;4.0;38.8;-5.28;0;0;0
0.364;1.7763568394002505e-15;2.5734878146025597e-14;9.367495645153363e-15;4.0;38.8;-5.28;0;0;0
0.365;1.7763568394002505e-15;2.5734878146025597e-14;9.393230523299389e-15;4.0;38.8;-5.28;0;0;0
0.366;1.7763568394002505e-15;2.5734878146025597e-14;9.418965401445415e-15;4.0;38.8;-5.28;0;0;0
0.367;1.7763568394002505e-15;2.5734878146025597e-14;9.444700279591441e-15;4.0;38.8;-5.28;0;0;0
0.368;1.7763568394002505e-15;2.5734878146025597e-14;9.470435157737467e-15;4.0;38.8;-5.28;0;0;0
0.369;1.7763568394002505e-15;2.5734878146025597e-14;9.496170035883492e-15;4.0;38.8;-5.28;0;0;0
0.37;1.7763568394002505e-15;2.5734878146025597e-14;9.521904914029518e-15;4.0;38.8;-5.28;0;0;0
0.371;1.7763568394002505e-15;2.5734878146025597e-14;9.547639792175544e-15;4.0;38.8;-5.28;0;0;0
0.372;1.7763568394002505e-15;2.5734878146025597e-14;9.57337467032157e-15;4.0;38.8;-5.28;0;0;0
0.373;1.7763568394002505e-15;2.5734878146025597e-14;9.599109548467596e-15;4.0;38.8;-5.28;0;0;0
0.374;1.7763568394002505e-15;2.5734878146025597e-14;9.624844426613622e-15;4.0;38.8;-5.28;0;0;0
0.375;1.7763568394002505e-15;2.5734878146025597e-14;9.650579304759648e-15;4.0;38.8;-5.28;0;0;0
0.376;1.7763568394002505e-15;2.5734878146025597e-14;9.676314182905673e-15;4.0;38.8;-5.28;0;0;0
0.377;1.7763568394002505e-15;2.5734878146025597e-14;9.7020490610517e-15;4.0;38.8;-5.28;0;0;0
0.378;1.7763568394002505e-15;2.5734878146025597e-14;9.727783939197725e-15;4.0;38.8;-5.28;0;0;0
0.379;1.7763568394002505e-15;2.5734878146025597e-14;9.753518817343751e-15;4.0;38.8;-5.28;0;0;0
0.38;1.7763568394002505e-15;2.5734878146025597e-14;9.779253695489777e-15;4.0;38.8;-5.28;0;0;0
0.381;1.7763568394002505e-15;2.5734878146025597e-14;9.804988573635803e-15;4.0;38.8;-5.28;0;0;0
0.382;1.7763568394002505e-15;2.5734878146025597e-14;9.830723451781828e-15;4.0;38.8;-5.28;0;0;0
0.383;1.7763568394002505e-15;2.5734878146025597e-14;9.856458329927854e-15;4.0;38.8;-5.28;0;0;0
0.384;1.7763568394002505e-15;2.5734878146025597e-14;9.88219320807388e-15;4.0;38.8;-5.28;0;0;0
0.385;1.7763568394002505e-15;2.5734878146025597e-14;9.907928086219906e-15;4.0;38.8;-5.28;0;0;0
0.386;1.7763568394002505e-15;2.5734878146025597e-14;9.933662964365932e-15;4.0;38.8;-5.28;0;0;0
0.387;1.7763568394002505e-15;2.5734878146025597e-14;9.959397842511958e-15;4.0;38.8;-5.28;0;0;0
0.388;1.7763568394002505e-15;2.5734878146025597e-14;9.985132720657983e-15;4.0;38.8;-5.28;0;0;0
0.389;1.7763568394002505e-15;2.5734878146025597e-14;1.001086759880401e-14;4.0;38.8;-5.28;0;0;0
0.39;1.7763568394002505e-15;2.5734878146025597e-14;1.0036602476950035e-14;4.0;38.8;-5.28;0;0;0
0.391;1.7763568394002505e-15;2.5734878146025597e-14;1.0062337355096061e-14;4.0;38.8;-5.28;0;0;0
0.392;1.7763568394002505e-15;2.5734878146025597e-14;1.0088072233242087e-14;4.0;38.8;-5.28;0;0;0
0.393;1.7763568394002505e-15;2.5734878146025597e-14;1.0113807111388113e-14;4.0;38.8;-5.28;0;0;0
0.394;1.7763568394002505e-15;2.5734878146025597e-14;1.0139541989534139e-14;4.0;38.8;-5.28;0;0;0
0.395;1.7763568394002505e-15;2.5734878146025597e-14;1.0165276867680164e-14;4.0;38.8;-5.28;0;0;0
0.396;1.7763568394002505e-15;2.5734878146025597e-14;1.019101174582619e-14;4.0;38.8;-5.28;0;0;0
0.397;1.7763568394002505e-15;2.5734878146025597e-14;1.0216746623972216e-14;4.0;38.8;-5.28;0;0;0
0.398;1.7763568394002505e-15;2.5734878146025597e-14;1.0242481502118242e-14;4.0;38.8;-5.28;0;0;0
0.399;1.7763568394002505e-15;2.5734878146025597e-14;1.0268216380264268e-14;4.0;38.8;-5.28;0;0;0
0.4;1.7763568394002505e-15;2.5734878146025597e-14;1.0293951258410294e-14;4.0;38.8;-5.28;0;0;0
0.401;1.7763568394002505e-15;2.5734878146025597e-14;1.031968613655632e-14;4.0;38.8;-5.28;0;0;0
0.402;1.7763568394002505e-15;2.5734878146025597e-14;1.0345421014702345e-14;4.0;38.8;-5.28;0;0;0
0.403;1.7763568394002505e-15;2.5734878146025597e-14;1.0371155892848371e-14;4.0;38.8;-5.28;0;0;0
0.404;1.7763568394002505e-15;2.5734878146025597e-14;1.0396890770994397e-14;4.0;38.8;-5.28;0;0;0
0.405;1.7763568394002505e-15;2.5734878146025597e-14;1.0422625649140423e-14;4.0;38.8;-5.28;0;0;0
0.406;1.7763568394002505e-15;2.5734878146025597e-14;1.0448360527286449e-14;4.0;38.8;-5.28;0;0;0
0.407;1.7763568394002505e-15;2.5734878146025597e-14;1.0474095405432474e-14;4.0;38.8;-5.28;0;0;0
0.408;1.7763568394002505e-15;2.5734878146025597e-14;1.04998302835785e-14;4.0;38.8;-5.28;0;0;0
0.409;1.7763568394002505e-15;2.5734878146025597e-14;1.0525565161724526e-14;4.0;38.8;-5.28;0;0;0
0.41;1.7763568394002505e-15;2.5734878146025597e-14;1.0551300039870552e-14;4.0;38.8;-5.28;0;0;0
0.411;1.7763568394002505e-15;2.5734878146025597e-14;1.0577034918016578e-14;4.0;38.8;-5.28;0;0;0
0.412;1.7763568394002505e-15;2.5734878146025597e-14;1.0602769796162604e-14;4.0;38.8;-5.28;0;0;0
0.413;1.7763568394002505e-15;2.5734878146025597e-14;1.062850467430863e-14;4.0;38.8;-5.28;0;0;0
0.414;1.7763568394002505e-15;2.5734878146025597e-14;1.0654239552454655e-14;4.0;38.8;-5.28;0;0;0
0.415;1.7763568394002505e-15;2.5734878146025597e-14;1.0679974430600681e-14;4.0;38.8;-5.28;0;0;0
0.416;1.7763568394002505e-15;2.5734878146025597e-14;1.0705709308746707e-14;4.0;38.8;-5.28;0;0;0
0.417;1.7763568394002505e-15;2.5734878146025597e-14;1.0731444186892733e-14;4.0;38.8;-5.28;0;0;0
0.418;1.7763568394002505e-15;2.5734878146025597e-14;1.0757179065038759e-14;4.0;38.8;-5.28;0;0;0
0.419;1.7763568394002505e-15;2.5734878146025597e-14;1.0782913943184785e-14;4.0;38.8;-5.28;0;0;0
0.42;1.7763568394002505e-15;2.5734878146025597e-14;1.080864882133081e-14;4.0;38.8;-5.28;0;0;0
0.421;1.7763568394002505e-15;2.5734878146025597e-14;1.0834383699476836e-14;4.0;38.8;-5.28;0;0;0
0.422;1.7763568394002505e-15;2.5734878146025597e-14;1.0860118577622862e-14;4.0;38.8;-5.28;0;0;0
0.423;1.7763568394002505e-15;2.5734878146025597e-14;1.0885853455768888e-14;4.0;38.8;-5.28;0;0;0
0.424;1.7763568394002505e-15;2.5734878146025597e-14;1.0911588333914914e-14;4.0;38.8;-5.28;0;0;0
0.425;1.7763568394002505e-15;2.5734878146025597e-14;1.093732321206094e-14;4.0;38.8;-5.28;0;0;0
0.426;1.7763568394002505e-15;2.5734878146025597e-14;1.0963058090206965e-14;4.0;38.8;-5.28;0;0;0
0.427;1.7763568394002505e-15;2.5734878146025597e-14;1.0988792968352991e-14;4.0;38.8;-5.28;0;0;0
0.428;1.7763568394002505e-15;2.5734878146025597e-14;1.1014527846499017e-14;4.0;38.8;-5.28;0;0;0
0.429;1.7763568394002505e-15;2.5734878146025597e-14;1.1040262724645043e-14;4.0;38.8;-5.28;0;0;0
0.43;1.7763568394002505e-15;2.5734878146025597e-14;1.1065997602791069e-14;4.0;38.8;-5.28;0;0;0
0.431;1.7763568394002505e-15;2.5734878146025597e-14;1.1091732480937095e-14;4.0;38.8;-5.28;0;0;0
0.432;1.7763568394002505e-15;2.5734878146025597e-14;1.111746735908312e-14;4.0;38.8;-5.28;0;0;0
0.433;1.7763568394002505e-15;2.5734878146025597e-14;1.1143202237229146e-14;4.0;38.8;-5.28;0;0;0
0.434;1.7763568394002505e-15;2.5734878146025597e-14;1.1168937115375172e-14;4.0;38.8;-5.28;0;0;0
0.435;1.7763568394002505e-15;2.5734878146025597e-14;1.1194671993521198e-14;4.0;38.8;-5.28;0;0;0
0.436;1.7763568394002505e-15;2.5734878146025597e-14;1.1220406871667224e-14;4.0;38.8;-5.28;0;0;0
0.437;1.7763568394002505e-15;2.5734878146025597e-14;1.124614174981325e-14;4.0;38.8;-5.28;0;0;0
0.438;1.7763568394002505e-15;2.5734878146025597e-14;1.1271876627959275e-14;4.0;38.8;-5.28;0;0;0
0.439;1.7763568394002505e-15;2.5734878146025597e-14;1.1297611506105301e-14;4.0;38.8;-5.28;0;0;0
0.44;1.7763568394002505e-15;2.5734878146025597e-14;1.1323346384251327e-14;4.0;38.8;-5.28;0;0;0
0.441;1.7763568394002505e-15;2.5734878146025597e-14;1.1349081262397353e-14;4.0;38.8;-5.28;0;0;0
0.442;1.7763568394002505e-15;2.5734878146025597e-14;1.1374816140543379e-14;4.0;38.8;-5.28;0;0;0
0.443;1.7763568394002505e-15;2.5734878146025597e-14;1.1400551018689405e-14;4.0;38.8;-5.28;0;0;0
0.444;1.7763568394002505e-15;2.5734878146025597e-14;1.142628589683543e-14;4.0;38.8;-5.28;0;0;0
0.445;1.7763568394002505e-15;2.5734878146025597e-14;1.1452020774981456e-14;4.0;38.8;-5.28;0;0;0
0.446;1.7763568394002505e-15;2.5734878146025597e-14;1.1477755653127482e-14;4.0;38.8;-5.28;0;0;0
0.447;1.7763568394002505e-15;2.5734878146025597e-14;1.1503490531273508e-14;4.0;38.8;-5.28;0;0;0
0.448;1.7763568394002505e-15;2.5734878146025597e-14;1.1529225409419534e-14;4.0;38.8;-5.28;0;0;0
0.449;1.7763568394002505e-15;2.5734878146025597e-14;1.155496028756556e-14;4.0;38.8;-5.28;0;0;0
0.45;1.7763568394002505e-15;2.5734878146025597e-14;1.1580695165711586e-14;4.0;38.8;-5.28;0;0;0
0.451;1.7763568394002505e-15;2.5734878146025597e-14;1.1606430043857611e-14;4.0;38.8;-5.28;0;0;0
0.452;1.7763568394002505e-15;2.5734878146025597e-14;1.1632164922003637e-14;4.0;38.8;-5.28;0;0;0
0.453;1.7763568394002505e-15;2.5734878146025597e-14;1.1657899800149663e-14;4.0;38.8;-5.28;0;0;0
0.454;1.7763568394002505e-15;2.5734878146025597e-14;1.1683634678295689e-14;4.0;38.8;-5.28;0;0;0
0.455;1.7763568394002505e-15;2.5734878146025597e-14;1.1709369556441715e-14;4.0;38.8;-5.28;0;0;0
0.456;1.7763568394002505e-15;2.5734878146025597e-14;1.173510443458774e-14;4.0;38.8;-5.28;0;0;0
0.457;1.7763568394002505e-15;2.5734878146025597e-14;1.1760839312733766e-14;4.0;38.8;-5.28;0;0;0
0.458;1.7763568394002505e-15;2.5734878146025597e-14;1.1786574190879792e-14;4.0;38.8;-5.28;0;0;0
0.459;1.7763568394002505e-15;2.5734878146025597e-14;1.1812309069025818e-14;4.0;38.8;-5.28;0;0;0
0.46;1.7763568394002505e-15;2.5734878146025597e-14;1.1838043947171844e-14;4.0;38.8;-5.28;0;0;0
0.461;1.7763568394002505e-15;2.5734878146025597e-14;1.186377882531787e-14;4.0;38.8;-5.28;0;0;0
0.462;1.7763568394002505e-15;2.5734878146025597e-14;1.1889513703463896e-14;4.0;38.8;-5.28;0;0;0
0.463;1.7763568394002505e-15;2.5734878146025597e-14;1.1915248581609921e-14;4.0;38.8;-5.28;0;0;0
0.464;1.7763568394002505e-15;2.5734878146025597e-14;1.1940983459755947e-14;4.0;38.8;-5.28;0;0;0
0.465;1.7763568394002505e-15;2.5734878146025597e-14;1.1966718337901973e-14;4.0;38.8;-5.28;0;0;0
0.466;1.7763568394002505e-15;2.5734878146025597e-14;1.1992453216047999e-14;4.0;38.8;-5.28;0;0;0
0.467;1.7763568394002505e-15;2.5734878146025597e-14;1.2018188094194025e-14;4.0;38.8;-5.28;0;0;0
0.468;1.7763568394002505e-15;2.5734878146025597e-14;1.204392297234005e-14;4.0;38.8;-5.28;0;0;0
0.469;1.7763568394002505e-15;2.5734878146025597e-14;1.2069657850486077e-14;4.0;38.8;-5.28;0;0;0
0.47;1.7763568394002505e-15;2.5734878146025597e-14;1.2095392728632102e-14;4.0;38.8;-5.28;0;0;0
